municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,precip_tendencia,temp_tendencia,nivel_risco
MUN_045,Fortaleza,MG,26,24.93,30.66,66.3,35.89,0.255,7.15,421.3,523898,233.1,76.3,48.18,34.08,24.6,Baixo
MUN_057,Natal,BA,38,21.86,25.99,46.2,16.3,0.203,2.31,175.1,1566370,293.4,68.6,47.75,7.44,21.73,Medio
MUN_029,Caxias do Sul,PA,45,29.41,35.72,67.54,29.81,0.269,4.13,262.9,2474110,57.0,91.9,0.35,36.6,25.41,Medio
MUN_034,Crato,BA,38,24.61,28.9,46.22,24.9,0.204,4.64,81.4,626077,498.6,53.0,68.19,13.46,22.26,Alto
MUN_062,Fortaleza,MG,36,21.48,27.45,58.28,64.32,0.271,4.95,170.0,739462,474.4,46.3,84.98,66.85,20.4,Alto
MUN_010,Sorocaba,AM,19,30.27,37.59,81.78,143.89,0.451,10.32,695.0,2154516,230.6,80.8,41.87,134.33,28.95,Medio
MUN_138,Macaé,SP,33,22.83,26.12,59.05,63.43,0.374,5.91,470.4,2618143,332.4,69.1,43.2,57.13,22.64,Medio
MUN_059,Palmas,PA,40,23.45,28.01,76.54,59.21,0.314,5.57,684.3,957853,244.0,79.1,42.87,57.0,25.53,Medio
MUN_086,Montes Claros,AM,27,22.96,26.82,63.41,16.58,0.211,0.0,781.4,1432800,207.2,74.1,49.3,4.2,21.52,Baixo
MUN_188,Crato,PE,4,28.94,35.02,55.3,30.1,0.451,4.64,109.3,263845,356.4,59.6,76.77,28.26,28.75,Alto
MUN_049,Crato,MG,29,25.88,28.92,61.83,33.55,0.335,3.79,896.0,2497007,482.1,47.2,84.44,38.49,25.42,Medio
MUN_004,Crato,BA,39,22.44,27.71,70.89,35.93,0.287,3.76,670.8,350056,417.3,61.9,68.1,26.8,25.13,Medio
MUN_091,Manaus,TO,42,23.36,29.65,59.54,50.9,0.349,6.18,798.0,862732,25.2,92.3,4.45,69.26,22.79,Baixo
MUN_101,Manaus,GO,43,26.29,29.92,73.31,37.35,0.289,0.0,1006.1,1729736,335.2,59.8,59.86,27.71,26.15,Baixo
MUN_172,Sorocaba,GO,41,19.4,24.18,76.73,65.83,0.405,5.02,820.7,2515026,483.1,73.0,66.75,61.67,18.84,Alto
MUN_139,Araguaína,RJ,28,22.07,25.85,51.16,28.27,0.298,4.97,917.9,2506663,255.4,85.6,48.96,45.41,23.26,Baixo
MUN_136,Macaé,TO,18,19.41,26.2,72.49,86.7,0.318,5.39,150.1,1910166,426.3,63.4,81.03,93.97,18.27,Alto
MUN_003,Caxias do Sul,RS,38,25.33,29.41,65.85,45.68,0.306,3.41,1000.6,1668874,314.3,58.9,61.56,49.7,23.11,Baixo
MUN_094,Goiânia,RN,37,26.27,31.34,77.7,54.53,0.307,6.1,225.4,2695681,174.8,81.6,35.58,48.21,25.69,Medio
MUN_024,Santos,SC,11,30.11,35.52,52.39,65.58,0.371,7.5,241.2,2817799,462.3,62.0,68.71,71.42,30.59,Alto
MUN_015,Goiânia,BA,11,26.22,32.52,73.58,29.76,0.23,2.6,503.8,2785386,302.4,67.4,68.09,15.39,25.79,Alto
MUN_083,Recife,RJ,6,18.62,22.33,63.58,20.9,0.213,2.69,799.0,2093477,346.6,62.8,66.73,43.29,18.09,Baixo
MUN_170,Curitiba,BA,43,34.09,38.35,81.41,118.66,0.437,8.88,109.7,2266380,330.3,81.9,55.05,105.8,31.5,Medio
MUN_186,Belém,PA,20,28.04,32.43,60.19,17.91,0.269,0.86,429.5,240008,472.6,54.9,57.78,10.91,24.39,Alto
MUN_049,Macaé,RN,13,19.42,23.61,69.78,88.84,0.449,4.35,779.0,1665353,479.0,59.4,61.14,86.75,19.24,Alto
MUN_078,Curitiba,CE,51,31.31,35.53,63.31,103.56,0.36,8.9,589.5,1666455,436.9,62.0,77.13,92.71,30.54,Alto
MUN_153,Fortaleza,AM,17,22.92,28.59,66.31,82.3,0.423,4.71,909.8,1612823,310.4,54.0,72.12,80.76,20.62,Alto
MUN_068,Ribeirão Preto,RJ,20,23.75,29.41,60.7,55.89,0.411,0.71,521.7,1559995,27.1,89.4,4.25,55.11,28.17,Baixo
MUN_109,Macaé,PR,17,24.04,31.1,51.75,29.33,0.3,4.02,575.8,1790111,248.2,72.0,36.41,20.2,18.67,Baixo
MUN_189,Curitiba,RS,31,30.08,34.16,53.71,57.6,0.326,4.27,382.6,2521989,412.0,61.5,73.8,33.18,32.45,Alto
MUN_193,Curitiba,SP,34,19.19,25.27,58.73,22.59,0.253,3.18,456.4,491523,400.0,62.2,73.12,21.49,18.53,Alto
MUN_156,Goiânia,AM,34,23.63,29.49,42.17,24.8,0.22,4.6,182.1,599220,334.5,64.4,44.6,21.91,23.94,Medio
MUN_073,Macaé,RN,15,28.19,32.32,83.08,117.57,0.359,9.37,561.3,2523808,170.8,78.0,39.53,125.31,31.96,Medio
MUN_078,Santos,RS,32,32.06,39.57,76.14,46.33,0.175,6.35,469.0,2989594,40.9,81.7,25.94,40.83,28.07,Baixo
MUN_109,Recife,AM,27,24.52,29.88,79.76,112.57,0.377,9.08,1117.2,1843282,370.8,63.2,62.7,99.09,23.1,Baixo
MUN_186,Santos,RS,17,24.17,28.78,66.0,40.44,0.371,4.0,1173.1,341487,481.3,45.2,75.43,55.99,23.85,Baixo
MUN_083,Natal,PE,43,27.96,30.62,66.99,50.03,0.19,7.8,1174.0,1905596,52.4,73.8,21.24,50.99,29.18,Baixo
MUN_029,Caxias do Sul,PA,45,29.41,35.72,67.54,29.81,0.269,4.13,262.9,2474110,57.0,91.9,0.35,36.6,25.41,Medio
MUN_159,Santos,PE,17,24.5,29.63,66.05,36.26,0.262,4.56,891.1,748864,62.1,72.0,15.26,35.52,23.04,Baixo
MUN_078,Itaquaquecetuba,SP,30,29.06,34.61,56.25,22.6,0.287,2.24,1107.7,2898524,462.0,52.0,58.31,28.59,28.39,Baixo
MUN_158,Crato,CE,37,32.44,37.45,64.65,83.33,0.308,5.14,971.3,2912154,426.3,55.7,73.03,81.83,32.27,Alto
MUN_170,Manaus,BA,50,27.1,32.59,72.45,54.61,0.219,3.58,264.0,1717611,82.8,79.1,15.56,60.93,25.85,Baixo
MUN_043,Belém,SP,49,26.31,33.19,60.39,15.07,0.405,3.7,408.9,1334931,186.9,89.6,13.56,1.69,27.19,Baixo
MUN_030,Campinas,PE,23,22.98,28.03,58.83,50.19,0.302,3.95,884.3,2515423,44.5,79.0,22.62,52.51,23.45,Baixo
MUN_192,Palmas,BA,50,26.91,30.55,68.62,48.49,0.359,5.62,269.1,783381,25.3,95.7,17.06,32.29,30.09,Baixo
MUN_048,Curitiba,PE,36,31.72,34.56,57.39,83.79,0.469,6.77,339.1,467656,54.0,77.5,19.86,76.98,30.27,Medio
MUN_032,Itaquaquecetuba,MG,41,26.43,32.89,77.58,96.21,0.396,6.44,810.6,1191527,268.8,76.6,49.4,109.8,30.96,Baixo
MUN_102,Fortaleza,SP,13,27.9,32.78,66.76,78.89,0.311,6.58,1197.6,216089,142.6,79.6,30.26,77.48,27.39,Baixo
MUN_122,Caxias do Sul,CE,4,27.52,31.08,61.87,73.83,0.252,4.66,836.3,469147,222.3,71.9,46.65,79.03,25.45,Baixo
MUN_051,Santos,MG,10,28.65,34.05,62.81,108.8,0.291,7.15,513.7,2053562,489.8,61.1,78.96,120.15,27.2,Alto
MUN_075,Natal,PA,29,22.94,28.34,58.56,52.35,0.258,5.02,214.8,1164980,432.2,63.8,44.1,54.51,20.89,Medio
MUN_180,Curitiba,SC,34,21.89,26.58,63.22,83.13,0.166,5.67,507.2,296364,492.1,80.0,67.66,83.02,22.14,Alto
MUN_152,Manaus,RS,36,26.02,30.97,62.98,65.01,0.233,6.2,423.3,583299,310.6,64.6,71.49,65.87,26.61,Alto
MUN_029,Itaquaquecetuba,TO,36,27.82,32.9,69.83,115.11,0.425,10.52,1044.0,58604,265.7,67.3,72.62,122.21,25.33,Baixo
MUN_085,Sorocaba,GO,14,22.52,27.98,56.7,57.44,0.13,2.21,890.4,1628100,159.9,85.0,24.31,31.93,21.35,Baixo
MUN_152,Montes Claros,MG,12,28.02,33.53,63.14,34.81,0.176,6.35,744.1,2768995,63.9,93.6,0.0,39.78,27.98,Baixo
MUN_193,Belém,PR,1,20.26,23.52,55.8,30.92,0.306,1.23,825.3,2968973,441.7,69.5,77.49,26.62,20.55,Medio
MUN_171,Ribeirão Preto,SP,10,25.95,32.67,68.45,57.6,0.268,2.67,455.3,1270553,390.8,45.8,70.86,44.51,25.3,Medio
MUN_178,Araguaína,PA,9,24.39,27.93,66.02,54.12,0.347,0.87,656.4,2341564,353.4,70.6,57.31,55.1,22.48,Medio
MUN_159,Ribeirão Preto,AM,21,23.23,27.87,77.27,64.58,0.525,5.04,538.1,1468858,53.4,85.8,29.24,47.27,22.97,Baixo
MUN_119,Fortaleza,AM,10,26.54,31.15,58.79,55.22,0.289,2.42,263.2,1750922,455.0,59.2,71.18,49.94,26.97,Alto
MUN_092,Campinas,RJ,6,28.26,32.18,51.16,26.51,0.251,3.09,1196.8,476365,294.3,60.8,64.17,25.2,26.93,Baixo
MUN_173,Uberlândia,PE,9,20.71,23.9,75.0,57.71,0.25,5.63,870.9,703657,310.7,71.9,44.3,64.75,19.72,Baixo
MUN_048,Macaé,RS,1,31.27,36.64,67.09,42.1,0.129,2.7,183.8,114324,73.5,89.9,0.0,40.92,31.76,Medio
MUN_003,Caxias do Sul,CE,42,32.26,36.07,65.94,42.07,0.203,4.92,596.6,2576057,493.8,55.1,73.73,50.52,35.52,Alto
MUN_050,Manaus,TO,14,24.29,30.19,57.87,33.35,0.292,5.04,778.3,1439746,408.2,56.8,67.33,32.53,18.46,Medio
MUN_145,Sorocaba,PA,22,31.81,35.31,73.36,100.06,0.405,5.21,952.9,668993,417.4,54.3,53.97,108.79,29.06,Medio
MUN_040,Montes Claros,RS,22,23.14,29.4,56.33,41.2,0.297,2.97,444.5,2098530,337.8,57.4,57.07,63.63,26.53,Medio
MUN_078,Fortaleza,RS,45,22.84,27.42,69.5,124.38,0.312,4.09,1079.3,2143072,390.3,55.8,72.18,131.25,24.64,Alto
MUN_191,Recife,MG,39,27.1,29.48,77.79,50.31,0.296,5.18,478.4,680841,236.8,70.3,50.39,54.32,28.56,Medio
MUN_117,Sorocaba,RN,10,19.58,25.01,68.27,80.79,0.3,3.94,274.5,2905032,394.9,63.0,53.0,88.5,25.23,Alto
MUN_084,Uberlândia,TO,45,23.24,29.06,43.61,24.36,0.197,1.49,766.1,2908304,379.4,50.7,66.53,12.86,25.45,Alto
MUN_011,Santos,PE,46,22.34,27.02,70.7,64.87,0.288,4.91,59.7,2480423,263.1,73.3,60.52,64.12,22.27,Medio
MUN_006,Crato,PE,51,25.27,29.54,71.69,60.03,0.285,7.33,52.1,2718134,226.1,68.2,52.0,57.09,26.44,Alto
MUN_018,Belém,TO,30,25.26,30.83,63.34,33.43,0.209,5.63,520.3,2722538,351.6,59.2,71.93,32.82,22.23,Alto
MUN_057,Fortaleza,GO,46,28.86,33.89,64.67,17.76,0.0,0.0,569.2,1250528,216.3,78.1,49.94,2.39,30.28,Baixo
MUN_049,Araguaína,RS,25,26.49,30.79,75.16,44.06,0.285,0.41,246.9,1805495,219.8,88.6,44.43,39.7,25.36,Alto
MUN_091,Curitiba,RS,1,31.67,35.39,61.54,58.0,0.324,3.03,855.6,2222614,444.4,57.7,70.88,61.19,32.23,Medio
MUN_153,Recife,BA,36,26.42,30.34,63.02,39.95,0.244,4.64,80.4,416793,367.4,69.4,48.16,53.15,27.09,Alto
MUN_010,Belém,PR,2,23.75,27.91,66.15,30.06,0.313,5.22,1092.2,2560164,421.1,62.5,59.42,30.06,24.55,Baixo
MUN_021,Belém,RJ,52,24.01,27.28,66.21,108.68,0.404,8.53,965.4,2268646,234.1,83.9,39.88,98.82,22.05,Baixo
MUN_057,Campinas,CE,39,27.81,33.53,73.08,40.97,0.2,4.31,27.8,887558,456.9,46.0,69.73,62.09,26.47,Medio
MUN_090,Caxias do Sul,RS,33,27.08,30.62,65.17,65.3,0.369,3.71,658.2,849618,385.5,60.2,59.54,59.44,28.48,Medio
MUN_131,Montes Claros,BA,39,27.47,32.89,56.85,58.77,0.494,5.73,92.2,780255,424.6,53.5,84.77,57.67,27.39,Alto
MUN_196,Fortaleza,SP,17,21.65,26.84,55.43,19.42,0.226,2.36,114.4,2108721,131.9,78.7,29.49,25.84,16.09,Medio
MUN_076,Crato,CE,16,23.5,29.74,61.95,70.57,0.347,5.54,268.9,1986267,107.0,67.1,53.27,70.52,20.39,Medio
MUN_172,Crato,RN,11,23.97,28.21,50.3,25.2,0.294,1.24,693.4,1814741,89.9,80.8,16.91,44.01,24.7,Baixo
MUN_184,Belém,PA,8,25.7,33.17,62.06,59.55,0.33,7.8,468.9,1910371,350.7,62.7,61.45,84.63,26.54,Alto
MUN_174,Curitiba,RS,4,25.83,32.13,55.49,29.77,0.3,3.41,610.0,420486,227.4,76.9,33.38,27.19,26.55,Baixo
MUN_090,Campinas,BA,26,28.58,33.86,63.29,40.36,0.22,6.03,527.7,1181620,249.9,67.7,48.99,50.41,26.18,Medio
MUN_080,Santos,SC,8,28.24,34.18,51.32,44.04,0.267,1.64,163.6,1542997,236.9,76.7,39.31,36.48,29.68,Alto
MUN_069,Recife,AM,3,26.0,31.9,54.97,59.35,0.236,5.28,534.0,521400,79.7,90.4,9.65,58.44,27.14,Baixo
MUN_174,Recife,GO,28,28.25,32.85,68.14,7.38,0.157,3.73,33.0,2905268,443.7,62.2,81.36,6.9,30.15,Medio
MUN_103,Caxias do Sul,TO,18,26.87,31.54,64.99,83.15,0.349,6.94,581.8,578700,333.1,68.4,36.07,81.84,23.88,Medio
MUN_168,Ribeirão Preto,RN,2,24.55,29.6,72.04,100.62,0.53,7.66,647.7,2421215,475.5,59.9,82.02,111.5,24.81,Alto
MUN_198,Caxias do Sul,RS,25,22.87,28.59,72.33,71.8,0.27,7.73,846.1,1656426,61.2,64.5,37.19,69.79,20.57,Baixo
MUN_117,Crato,PR,36,25.68,28.74,52.8,49.08,0.325,5.6,1192.6,1183262,118.8,86.9,17.53,31.2,20.55,Baixo
MUN_142,Santos,RS,10,23.01,29.63,61.69,25.24,0.513,4.47,627.8,2141709,435.9,70.3,48.43,30.92,20.95,Medio
MUN_059,Sorocaba,MG,19,27.01,31.8,64.55,17.74,0.236,5.0,160.0,2073739,169.4,79.3,26.64,16.59,27.91,Medio
MUN_043,Montes Claros,SP,26,25.79,30.6,58.62,68.31,0.382,5.99,915.7,1697336,393.9,67.2,48.55,62.87,24.18,Alto
MUN_107,Sorocaba,PR,3,26.45,32.88,82.24,60.51,0.346,5.0,90.8,2635480,37.6,78.0,24.06,58.65,24.32,Medio
MUN_053,Itaquaquecetuba,PE,48,22.65,28.67,69.06,134.41,0.394,6.96,164.5,2394607,30.1,82.7,20.78,140.2,24.42,Medio
MUN_129,Curitiba,TO,36,27.84,32.61,78.93,33.66,0.251,4.3,284.8,2586072,95.5,71.2,26.57,36.23,26.52,Medio
MUN_191,Salvador,CE,1,28.57,33.74,68.47,45.81,0.283,3.81,628.3,1525487,470.2,49.6,84.25,48.03,27.13,Medio
MUN_114,Araguaína,PR,34,28.85,32.42,70.9,40.69,0.257,0.16,828.5,157594,67.2,73.4,31.52,44.56,26.72,Baixo
MUN_088,Montes Claros,RN,48,26.22,33.71,80.77,79.2,0.361,5.08,67.5,1348115,386.8,41.8,89.37,85.26,28.03,Alto
MUN_056,Recife,PE,48,23.87,29.91,50.85,66.04,0.226,5.65,825.9,2639022,400.4,65.8,65.91,59.19,22.34,Alto
MUN_051,Uberlândia,AM,14,29.34,33.96,68.55,77.55,0.386,8.02,666.7,2314614,76.6,83.1,3.84,59.55,31.85,Baixo
MUN_131,Ribeirão Preto,SP,23,17.33,21.97,55.84,32.6,0.391,2.11,566.1,2038174,441.5,62.9,63.98,29.24,19.18,Alto
MUN_177,Montes Claros,PR,1,19.11,22.83,57.42,11.86,0.336,2.05,703.9,1338670,489.8,69.5,65.25,26.41,19.64,Medio
MUN_162,Natal,MG,3,27.63,34.93,55.23,24.54,0.203,2.8,305.8,208364,326.9,76.1,60.17,32.57,24.24,Medio
MUN_040,Palmas,AM,43,26.26,30.77,56.21,53.34,0.267,3.83,91.4,1981382,444.8,51.2,65.04,46.96,23.85,Medio
MUN_124,Uberlândia,BA,1,25.25,29.86,70.07,46.5,0.279,0.0,970.1,554583,80.4,82.3,26.15,46.5,25.79,Baixo
MUN_118,Sorocaba,AM,51,29.59,35.2,57.64,40.91,0.236,4.42,478.4,613080,375.3,66.2,47.45,37.38,29.58,Medio
MUN_118,Itaquaquecetuba,CE,33,27.99,33.0,76.28,120.59,0.454,10.37,1029.5,1435491,111.1,68.3,55.13,118.43,28.13,Baixo
MUN_010,Manaus,AM,23,24.5,30.29,54.09,26.88,0.424,1.15,546.6,953190,151.5,66.1,29.75,20.22,25.24,Baixo
MUN_157,Natal,RS,25,19.93,23.92,54.53,23.81,0.198,4.09,330.8,2882070,385.2,50.1,69.16,30.88,21.11,Alto
MUN_088,Ribeirão Preto,BA,18,34.44,39.29,60.62,106.99,0.488,8.96,1125.2,2836699,422.6,60.6,95.02,103.08,35.85,Alto
MUN_083,Campinas,PE,5,23.71,29.37,68.64,59.77,0.359,6.43,291.8,950581,85.2,83.1,29.14,66.56,21.18,Medio
MUN_145,Natal,PA,1,22.91,26.71,65.13,44.18,0.293,1.93,366.7,2109196,223.2,84.7,27.38,33.94,23.35,Medio
MUN_141,Fortaleza,AM,44,32.95,35.85,75.18,89.41,0.351,4.45,208.2,391986,191.6,69.6,57.6,85.33,34.03,Alto
MUN_014,Uberlândia,RJ,36,29.11,34.41,70.84,168.05,0.38,10.5,139.6,2700803,228.8,83.3,46.06,163.18,28.15,Medio
MUN_200,Fortaleza,TO,36,29.7,32.23,76.72,159.71,0.49,7.1,550.7,352429,375.6,66.3,80.34,162.68,32.54,Alto
MUN_025,Salvador,GO,36,26.27,31.71,80.23,73.1,0.346,8.92,574.3,2782351,86.7,76.1,30.39,54.96,24.82,Baixo
MUN_129,Curitiba,TO,36,27.84,32.61,78.93,33.66,0.251,4.3,284.8,2586072,95.5,71.2,26.57,36.23,26.52,Medio
MUN_039,Macaé,RS,32,26.67,31.59,66.49,64.11,0.314,5.58,679.0,625188,480.3,62.8,67.16,65.33,28.6,Medio
MUN_086,Goiânia,RS,4,24.39,27.62,61.31,62.88,0.271,5.24,323.4,2151413,37.4,82.7,16.6,58.29,25.01,Baixo
MUN_045,Salvador,SC,18,32.62,37.33,50.9,15.27,0.386,2.27,898.7,1422695,141.0,72.9,31.55,13.25,32.16,Baixo
MUN_096,Ribeirão Preto,SP,21,30.65,35.7,63.67,43.14,0.285,4.52,352.2,1721457,307.4,67.0,59.76,32.04,34.14,Alto
MUN_048,Campinas,PR,45,16.2,20.47,77.51,66.67,0.351,6.97,129.7,671837,472.7,55.2,73.73,59.45,13.33,Medio
MUN_168,Montes Claros,SC,46,24.57,28.66,70.5,38.13,0.331,7.98,931.5,2435010,200.0,77.4,22.83,48.36,22.63,Baixo
MUN_018,Crato,PA,22,23.58,28.14,56.06,11.26,0.301,0.49,626.1,615273,240.1,68.7,20.13,-1.09,21.45,Baixo
MUN_023,Belém,PE,15,33.52,39.72,85.83,67.0,0.3,4.95,356.9,2551611,481.3,52.7,58.48,51.42,38.61,Alto
MUN_189,Palmas,PA,45,23.04,27.99,63.17,33.03,0.327,4.39,167.2,1102707,436.4,70.6,58.13,30.31,24.98,Alto
MUN_100,Manaus,AM,6,23.02,31.15,69.06,59.7,0.405,2.94,78.8,390311,494.6,58.1,90.54,45.42,22.34,Alto
MUN_185,Santos,PA,50,27.71,33.65,56.0,19.18,0.233,3.63,1046.7,594797,334.5,63.4,50.79,9.96,28.49,Baixo
MUN_172,Belém,PA,20,27.05,33.2,67.93,28.62,0.263,4.2,564.3,2638620,475.8,48.3,70.33,7.82,25.63,Alto
MUN_199,Santos,PA,51,21.64,26.96,56.89,28.25,0.284,5.53,394.5,2924285,42.7,98.3,10.5,25.2,20.6,Baixo
MUN_030,Curitiba,PR,11,26.29,31.95,66.18,58.65,0.353,6.92,772.7,1676947,323.4,67.1,64.84,61.6,21.81,Alto
MUN_110,Palmas,SP,52,23.46,27.53,72.57,123.4,0.608,10.47,1173.6,502096,487.4,47.5,91.66,141.08,25.24,Alto
MUN_184,Sorocaba,RS,38,27.08,32.4,66.46,44.13,0.436,2.22,90.4,2953726,360.6,65.8,61.98,35.56,25.02,Medio
MUN_198,Campinas,BA,27,22.7,28.94,73.98,21.5,0.283,4.3,938.2,744490,481.4,53.3,86.31,18.39,21.63,Alto
MUN_152,Curitiba,TO,35,24.29,29.07,63.76,51.27,0.224,5.99,350.0,2216560,363.2,61.1,65.72,35.62,24.29,Medio
MUN_127,Salvador,RN,16,21.88,28.11,88.08,177.53,0.529,7.8,443.4,1567313,299.9,61.8,46.2,171.91,22.77,Medio
MUN_088,Caxias do Sul,MG,30,24.24,31.34,67.81,20.4,0.271,1.43,622.4,1986778,141.3,95.2,21.43,28.91,24.6,Baixo
MUN_153,Araguaína,GO,51,25.78,30.74,95.8,88.84,0.235,6.31,97.9,984936,24.1,92.9,25.77,94.36,26.55,Medio
MUN_198,Salvador,PA,50,26.23,31.58,68.18,134.82,0.489,10.02,190.0,883180,391.2,58.0,74.47,123.88,26.24,Alto
MUN_141,Caxias do Sul,PR,10,22.3,26.06,72.65,56.66,0.379,3.98,322.7,1340379,188.7,67.3,10.71,61.9,21.77,Medio
MUN_051,Campinas,SP,23,31.12,36.01,70.24,73.47,0.476,2.99,692.0,347443,469.2,66.4,90.36,76.05,33.75,Medio
MUN_052,Macaé,RN,16,22.09,27.1,67.42,23.3,0.257,0.63,830.8,1453812,375.6,56.8,59.94,16.03,24.06,Alto
MUN_143,Fortaleza,RJ,31,25.33,31.11,56.34,64.68,0.213,5.79,890.2,1968624,411.9,59.9,43.96,62.79,24.91,Alto
MUN_059,Sorocaba,RS,48,19.09,23.45,64.53,38.45,0.018,3.02,863.8,644972,455.3,50.9,60.21,42.68,22.72,Alto
MUN_076,Recife,PE,5,25.68,32.45,70.5,24.86,0.101,5.72,355.8,2525617,84.0,80.7,26.12,17.27,25.62,Medio
MUN_115,Ribeirão Preto,TO,1,24.82,29.44,61.86,41.09,0.354,2.58,8.3,1320543,153.2,83.0,27.41,31.09,24.85,Medio
MUN_017,Salvador,SP,23,31.34,36.52,57.4,71.59,0.166,7.45,419.5,442114,294.4,73.7,60.87,85.71,31.59,Medio
MUN_162,Campinas,RS,12,21.96,28.01,65.9,39.91,0.143,6.3,400.7,100243,341.2,62.6,66.68,35.57,21.64,Alto
MUN_110,Macaé,PA,15,26.9,31.79,74.06,69.42,0.276,5.44,301.7,2265173,459.1,55.4,89.32,67.66,24.47,Alto
MUN_042,Uberlândia,PE,29,28.51,33.0,75.5,36.86,0.32,7.11,351.2,1062991,377.1,66.1,58.43,26.1,27.95,Medio
MUN_093,Recife,PE,20,29.65,34.46,60.73,27.08,0.352,0.94,1107.3,1076172,230.5,64.3,33.14,13.66,28.69,Baixo
MUN_057,Itaquaquecetuba,PE,39,24.32,28.42,46.07,26.87,0.262,5.1,1107.8,1282770,327.4,87.8,65.99,5.17,24.05,Baixo
MUN_034,Ribeirão Preto,MG,15,25.86,28.55,54.77,17.91,0.175,3.92,150.9,2622724,116.2,74.1,22.03,-3.61,24.4,Medio
MUN_156,Manaus,GO,5,28.04,32.18,69.32,41.05,0.266,6.3,706.4,1168616,386.4,57.7,58.32,19.85,27.2,Alto
MUN_077,Palmas,PR,23,23.64,30.76,63.89,51.53,0.388,3.69,706.7,221498,320.4,64.6,57.29,40.75,25.37,Alto
MUN_181,Macaé,SC,29,18.51,23.37,76.39,47.51,0.458,6.71,237.1,1147406,146.9,83.5,48.4,45.7,19.69,Medio
MUN_192,Caxias do Sul,PA,25,27.53,33.36,73.38,26.34,0.201,0.19,370.6,1294927,487.0,43.6,79.28,1.73,29.17,Alto
MUN_034,Natal,PR,2,27.96,30.6,66.2,17.43,0.219,2.89,1006.8,1456333,294.3,66.4,48.36,17.67,26.32,Baixo
MUN_020,Salvador,BA,1,18.82,23.95,53.27,62.79,0.327,1.84,679.1,125339,431.9,48.3,78.37,54.16,19.38,Medio
MUN_124,Itaquaquecetuba,PR,4,26.05,29.25,76.0,51.87,0.375,5.45,829.5,2775397,229.7,89.0,23.11,53.29,25.37,Baixo
MUN_145,Natal,SC,44,27.09,31.79,55.07,50.55,0.355,5.85,141.8,1592370,319.2,77.7,29.15,48.74,29.27,Medio
MUN_054,Recife,TO,24,25.9,31.74,55.79,11.55,0.199,3.35,415.1,1422849,265.0,80.1,58.84,9.23,23.34,Alto
MUN_070,Montes Claros,RS,9,27.3,32.78,64.05,14.11,0.305,1.97,609.8,601332,189.4,72.3,16.89,24.29,27.64,Baixo
MUN_033,Manaus,CE,10,22.28,26.27,68.04,48.92,0.234,5.3,116.0,2074733,182.9,66.9,30.92,52.44,22.77,Alto
MUN_078,Ribeirão Preto,CE,4,25.39,32.02,61.26,64.6,0.297,6.34,540.5,542195,478.1,51.9,71.82,70.27,25.7,Alto
MUN_045,Goiânia,PE,47,20.51,26.39,79.88,25.9,0.114,4.75,135.8,1009352,130.7,81.9,19.51,26.06,21.8,Medio
MUN_144,Goiânia,PR,11,23.76,30.15,57.07,44.8,0.245,6.05,207.3,793524,277.5,68.3,62.55,16.4,24.27,Alto
MUN_137,Montes Claros,PR,17,19.56,24.68,63.88,87.62,0.223,5.1,172.6,1829662,487.7,65.4,64.2,89.27,16.67,Alto
MUN_110,Manaus,RJ,17,31.63,36.29,74.22,88.66,0.461,7.38,446.9,1792380,22.0,89.2,27.49,72.7,31.17,Baixo
MUN_176,Crato,RJ,29,24.3,29.33,62.46,60.33,0.308,7.76,178.0,2588319,415.3,48.4,69.78,51.19,25.88,Alto
MUN_134,Natal,TO,27,21.83,26.85,65.45,52.6,0.315,1.22,167.0,2670632,295.1,55.9,58.1,40.75,22.0,Medio
MUN_051,Uberlândia,AM,6,30.62,36.29,74.98,27.47,0.083,2.18,238.8,2045791,194.1,76.5,44.12,25.6,26.24,Medio
MUN_102,Caxias do Sul,SP,27,26.24,30.24,45.31,16.55,0.2,6.9,33.3,501597,331.1,72.7,38.78,19.03,26.97,Medio
MUN_126,Fortaleza,AM,35,27.9,33.19,71.9,68.0,0.325,8.23,564.0,2362609,431.5,48.0,69.56,65.28,28.71,Alto
MUN_036,Itaquaquecetuba,SP,4,24.95,29.67,76.08,93.61,0.475,4.11,723.2,1442309,203.0,78.3,55.68,103.72,25.14,Medio
MUN_105,Belém,CE,28,30.26,34.74,66.12,42.04,0.298,5.95,315.9,557629,282.1,69.5,47.74,32.91,29.65,Medio
MUN_162,Natal,PE,40,26.37,32.04,66.52,42.36,0.387,7.22,363.3,1828167,389.1,70.4,49.49,54.4,28.02,Medio
MUN_004,Ribeirão Preto,PA,44,30.73,37.5,80.07,67.23,0.414,5.29,499.0,2025507,253.5,73.7,56.45,68.6,31.92,Alto
MUN_147,Macaé,RJ,13,28.78,34.21,54.41,13.27,0.181,2.19,519.4,2895615,285.9,63.1,59.37,16.73,29.19,Medio
MUN_141,Sorocaba,PR,48,26.14,33.07,76.86,69.81,0.392,8.11,346.8,942958,436.0,51.1,73.81,72.7,27.04,Alto
MUN_112,Caxias do Sul,PA,42,29.6,35.43,53.18,45.11,0.219,6.23,202.9,432311,145.4,79.3,28.76,59.16,30.45,Medio
