municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,casos_por_100k,nivel_risco
MUN_019,Teresina,PI,12,29.72,39.81,88.24,136.11,0.561,8.82,138.6,169182,164.9,72.2,602,356.03,Alto
MUN_019,Teresina,PI,13,31.87,38.88,80.69,111.61,0.469,14.08,138.6,169182,164.9,72.2,678,401.13,Alto
MUN_019,Teresina,PI,14,34.36,40.04,70.41,204.3,0.535,21.36,138.6,169182,164.9,72.2,588,348.14,Alto
MUN_019,Teresina,PI,15,34.13,41.98,97.94,29.12,0.57,3.91,138.6,169182,164.9,72.2,814,481.67,Alto
MUN_019,Teresina,PI,16,35.17,43.02,69.71,37.47,0.559,0.0,138.6,169182,164.9,72.2,647,382.44,Alto
MUN_019,Teresina,PI,17,27.84,34.78,84.86,57.44,0.554,0.71,138.6,169182,164.9,72.2,423,250.04,Alto
MUN_019,Teresina,PI,18,36.96,43.47,71.42,81.13,0.584,9.75,138.6,169182,164.9,72.2,606,358.2,Alto
MUN_019,Teresina,PI,19,27.22,34.55,77.97,300.0,0.576,25.79,138.6,169182,164.9,72.2,776,459.16,Alto
MUN_019,Teresina,PI,20,29.37,36.0,91.29,20.6,0.715,3.11,138.6,169182,164.9,72.2,492,290.95,Alto
MUN_019,Teresina,PI,21,30.62,37.91,80.87,1.86,0.339,0.0,138.6,169182,164.9,72.2,433,256.11,Alto
MUN_019,Teresina,PI,22,35.27,37.54,61.0,13.48,0.585,0.91,138.6,169182,164.9,72.2,446,264.02,Alto
MUN_019,Teresina,PI,23,27.04,36.09,89.69,58.05,0.756,12.69,138.6,169182,164.9,72.2,452,267.63,Alto
MUN_019,Teresina,PI,24,34.61,40.71,66.22,140.23,0.651,8.55,138.6,169182,164.9,72.2,795,470.09,Alto
MUN_019,Teresina,PI,25,23.53,34.02,62.62,30.27,0.32,8.54,138.6,169182,164.9,72.2,607,358.8,Alto
MUN_019,Teresina,PI,26,26.43,31.28,56.72,2.33,0.389,5.91,138.6,169182,164.9,72.2,527,311.88,Alto
MUN_019,Teresina,PI,27,28.66,37.92,57.43,21.1,0.583,4.91,138.6,169182,164.9,72.2,718,424.6,Alto
MUN_019,Teresina,PI,28,25.26,34.5,52.26,73.35,0.561,9.37,138.6,169182,164.9,72.2,581,343.7,Alto
MUN_019,Teresina,PI,29,26.42,36.45,27.06,25.48,0.402,0.0,138.6,169182,164.9,72.2,512,303.21,Alto
MUN_019,Teresina,PI,30,28.14,37.12,62.56,2.09,0.117,0.0,138.6,169182,164.9,72.2,453,267.89,Alto
MUN_019,Teresina,PI,31,21.0,29.41,59.86,3.48,0.27,0.0,138.6,169182,164.9,72.2,304,180.2,Medio
MUN_019,Teresina,PI,32,25.16,34.05,67.37,0.95,0.338,3.65,138.6,169182,164.9,72.2,516,305.16,Alto
MUN_019,Teresina,PI,33,23.24,32.89,85.93,3.62,0.333,2.76,138.6,169182,164.9,72.2,259,153.27,Baixo
MUN_019,Teresina,PI,34,20.27,29.38,80.38,46.34,0.451,1.73,138.6,169182,164.9,72.2,230,136.25,Baixo
MUN_019,Teresina,PI,35,27.13,31.16,57.03,4.07,0.279,0.78,138.6,169182,164.9,72.2,159,94.03,Baixo
MUN_019,Teresina,PI,36,16.82,22.38,57.45,44.53,0.374,5.35,138.6,169182,164.9,72.2,125,74.4,Baixo
MUN_019,Teresina,PI,37,23.1,28.51,90.29,67.11,0.5,3.38,138.6,169182,164.9,72.2,361,213.53,Medio
MUN_019,Teresina,PI,38,23.5,32.43,59.4,5.58,0.33,5.31,138.6,169182,164.9,72.2,188,111.3,Baixo
MUN_019,Teresina,PI,39,26.49,31.51,68.48,13.52,0.192,0.0,138.6,169182,164.9,72.2,316,187.21,Medio
MUN_019,Teresina,PI,40,21.85,29.09,46.58,5.99,0.241,0.0,138.6,169182,164.9,72.2,151,89.67,Baixo
MUN_019,Teresina,PI,41,21.87,30.07,59.26,5.38,0.364,0.0,138.6,169182,164.9,72.2,126,74.67,Baixo
MUN_019,Teresina,PI,42,20.88,25.82,59.85,2.13,0.46,0.0,138.6,169182,164.9,72.2,258,152.69,Baixo
MUN_019,Teresina,PI,43,21.76,29.67,57.83,2.64,0.632,0.92,138.6,169182,164.9,72.2,191,113.37,Baixo
MUN_019,Teresina,PI,44,22.34,25.22,64.81,9.55,0.27,0.0,138.6,169182,164.9,72.2,427,252.5,Alto
MUN_019,Teresina,PI,45,29.02,33.51,71.82,4.16,0.249,2.79,138.6,169182,164.9,72.2,345,204.31,Medio
MUN_019,Teresina,PI,46,25.82,29.65,68.47,5.91,0.351,3.17,138.6,169182,164.9,72.2,424,251.18,Alto
MUN_019,Teresina,PI,47,24.87,28.98,47.46,7.48,0.209,0.0,138.6,169182,164.9,72.2,322,190.36,Medio
MUN_019,Teresina,PI,48,20.18,26.95,73.4,18.15,0.4,3.97,138.6,169182,164.9,72.2,403,238.22,Medio
MUN_019,Teresina,PI,49,28.15,30.2,66.36,35.62,0.429,3.04,138.6,169182,164.9,72.2,318,188.39,Medio
MUN_019,Teresina,PI,50,20.16,25.25,55.0,8.37,0.246,0.0,138.6,169182,164.9,72.2,206,122.31,Baixo
MUN_020,Campo Grande,MS,1,19.12,28.96,73.97,10.27,0.369,4.07,417.9,2742422,20.0,52.7,329,12.02,Baixo
MUN_020,Campo Grande,MS,2,26.78,35.34,57.24,27.06,0.323,0.0,417.9,2742422,20.0,52.7,3576,130.41,Baixo
MUN_020,Campo Grande,MS,3,22.02,31.56,57.9,17.76,0.231,6.11,417.9,2742422,20.0,52.7,5123,186.84,Medio
MUN_020,Campo Grande,MS,4,14.35,23.08,66.27,21.51,0.305,1.44,417.9,2742422,20.0,52.7,487,17.79,Baixo
MUN_020,Campo Grande,MS,5,21.74,29.14,79.77,36.63,0.266,0.81,417.9,2742422,20.0,52.7,2906,105.97,Baixo
MUN_020,Campo Grande,MS,6,16.6,24.33,80.67,0.91,0.113,0.35,417.9,2742422,20.0,52.7,1982,72.29,Baixo
MUN_020,Campo Grande,MS,7,22.22,24.77,71.86,159.96,0.602,8.3,417.9,2742422,20.0,52.7,8001,291.78,Alto
MUN_020,Campo Grande,MS,8,24.87,34.75,68.89,27.04,0.471,4.65,417.9,2742422,20.0,52.7,6185,225.55,Medio
MUN_020,Campo Grande,MS,9,28.96,31.0,66.25,1.05,0.552,0.0,417.9,2742422,20.0,52.7,3749,136.72,Baixo
MUN_020,Campo Grande,MS,10,23.02,31.75,67.72,16.98,0.378,2.0,417.9,2742422,20.0,52.7,3504,127.78,Baixo
MUN_020,Campo Grande,MS,11,23.61,30.28,63.36,128.72,0.616,11.9,417.9,2742422,20.0,52.7,8592,313.33,Alto
MUN_020,Campo Grande,MS,12,31.54,41.77,76.76,103.17,0.557,1.66,417.9,2742422,20.0,52.7,9527,347.43,Alto
MUN_020,Campo Grande,MS,13,32.01,34.82,66.92,25.14,0.42,4.49,417.9,2742422,20.0,52.7,8725,318.18,Alto
MUN_020,Campo Grande,MS,14,23.24,26.45,75.44,0.3,0.533,0.0,417.9,2742422,20.0,52.7,2689,98.07,Baixo
MUN_020,Campo Grande,MS,15,28.34,38.32,89.04,36.12,0.557,2.91,417.9,2742422,20.0,52.7,7668,279.64,Alto
MUN_020,Campo Grande,MS,16,33.51,39.33,77.24,300.0,0.668,18.5,417.9,2742422,20.0,52.7,9793,357.1,Alto
MUN_020,Campo Grande,MS,17,34.93,44.2,55.82,282.24,0.379,27.48,417.9,2742422,20.0,52.7,7789,284.05,Alto
MUN_020,Campo Grande,MS,18,30.8,40.25,100.0,45.43,0.6,9.71,417.9,2742422,20.0,52.7,7583,276.54,Alto
MUN_020,Campo Grande,MS,19,29.11,37.28,94.96,7.15,0.512,0.0,417.9,2742422,20.0,52.7,7445,271.48,Alto
MUN_020,Campo Grande,MS,20,29.62,38.51,100.0,25.79,0.633,3.83,417.9,2742422,20.0,52.7,9186,334.96,Alto
MUN_020,Campo Grande,MS,21,28.57,33.39,87.16,300.0,0.499,10.6,417.9,2742422,20.0,52.7,8285,302.13,Alto
MUN_020,Campo Grande,MS,22,31.92,35.53,73.21,25.65,0.585,9.92,417.9,2742422,20.0,52.7,6092,222.17,Medio
MUN_020,Campo Grande,MS,23,27.2,34.53,69.71,60.77,0.304,6.23,417.9,2742422,20.0,52.7,5779,210.73,Medio
MUN_020,Campo Grande,MS,24,23.05,26.56,79.01,153.58,0.365,18.07,417.9,2742422,20.0,52.7,7702,280.85,Alto
MUN_020,Campo Grande,MS,25,23.66,29.29,84.6,5.94,0.344,5.52,417.9,2742422,20.0,52.7,5064,184.68,Medio
MUN_020,Campo Grande,MS,26,27.98,32.95,78.99,29.48,0.408,4.51,417.9,2742422,20.0,52.7,8237,300.38,Alto
MUN_020,Campo Grande,MS,27,22.74,25.71,62.73,19.97,0.297,3.13,417.9,2742422,20.0,52.7,7240,264.02,Alto
MUN_020,Campo Grande,MS,28,20.37,26.4,71.51,13.51,0.314,0.0,417.9,2742422,20.0,52.7,2970,108.33,Baixo
MUN_020,Campo Grande,MS,29,17.24,19.36,72.2,1.35,0.289,0.0,417.9,2742422,20.0,52.7,5307,193.53,Medio
MUN_020,Campo Grande,MS,30,25.93,35.25,39.53,15.36,0.136,0.0,417.9,2742422,20.0,52.7,3779,137.81,Baixo
MUN_020,Campo Grande,MS,31,18.51,22.87,59.51,24.17,0.213,1.43,417.9,2742422,20.0,52.7,5629,205.29,Medio
MUN_020,Campo Grande,MS,32,12.1,19.14,65.65,4.12,0.097,4.12,417.9,2742422,20.0,52.7,3956,144.28,Baixo
MUN_020,Campo Grande,MS,33,25.46,30.14,44.77,9.48,0.081,5.32,417.9,2742422,20.0,52.7,3245,118.34,Baixo
MUN_020,Campo Grande,MS,34,18.89,25.06,86.52,6.53,0.234,0.1,417.9,2742422,20.0,52.7,5354,195.26,Medio
MUN_020,Campo Grande,MS,35,19.77,26.45,56.87,3.7,0.283,0.0,417.9,2742422,20.0,52.7,4044,147.48,Baixo
MUN_020,Campo Grande,MS,36,25.84,34.44,68.8,10.59,0.101,4.8,417.9,2742422,20.0,52.7,8426,307.26,Alto
MUN_020,Campo Grande,MS,37,21.73,30.22,63.66,1.43,0.251,0.33,417.9,2742422,20.0,52.7,4022,146.67,Baixo
MUN_020,Campo Grande,MS,38,22.57,27.37,65.05,6.52,0.498,6.28,417.9,2742422,20.0,52.7,2205,80.43,Baixo
MUN_020,Campo Grande,MS,39,20.52,25.0,42.0,19.47,0.244,0.86,417.9,2742422,20.0,52.7,2407,87.8,Baixo
MUN_020,Campo Grande,MS,40,21.85,26.03,63.81,22.73,0.2,2.88,417.9,2742422,20.0,52.7,4204,153.31,Baixo
MUN_020,Campo Grande,MS,41,26.12,35.86,40.64,3.33,0.393,8.07,417.9,2742422,20.0,52.7,3252,118.61,Baixo
MUN_020,Campo Grande,MS,42,18.25,23.82,68.81,0.96,0.292,2.95,417.9,2742422,20.0,52.7,1448,52.83,Baixo
MUN_020,Campo Grande,MS,43,20.77,30.52,63.09,2.53,0.285,2.59,417.9,2742422,20.0,52.7,4688,170.98,Medio
MUN_020,Campo Grande,MS,44,17.44,22.34,75.04,10.81,0.252,3.05,417.9,2742422,20.0,52.7,3674,133.99,Baixo
MUN_020,Campo Grande,MS,45,19.06,25.63,44.85,3.33,0.237,2.73,417.9,2742422,20.0,52.7,4410,160.81,Medio
MUN_020,Campo Grande,MS,46,20.21,27.38,61.86,2.36,0.139,0.0,417.9,2742422,20.0,52.7,0,0.0,Baixo
MUN_020,Campo Grande,MS,47,22.6,25.14,64.23,13.38,0.264,4.45,417.9,2742422,20.0,52.7,5254,191.61,Medio
MUN_020,Campo Grande,MS,48,16.92,25.34,57.24,9.43,0.404,0.0,417.9,2742422,20.0,52.7,4259,155.33,Baixo
MUN_020,Campo Grande,MS,49,20.31,27.41,73.93,1.83,0.391,0.0,417.9,2742422,20.0,52.7,1355,49.42,Baixo
MUN_020,Campo Grande,MS,50,24.79,28.61,64.36,22.07,0.471,4.41,417.9,2742422,20.0,52.7,4293,156.57,Baixo
MUN_021,São Bernardo do Campo,SP,1,24.93,34.0,55.12,7.81,0.399,0.0,796.3,2380770,18.8,36.6,4035,169.51,Medio
MUN_021,São Bernardo do Campo,SP,2,17.94,22.76,67.96,1.64,0.346,6.18,796.3,2380770,18.8,36.6,2920,122.66,Baixo
MUN_021,São Bernardo do Campo,SP,3,18.03,28.52,57.14,10.7,0.335,3.42,796.3,2380770,18.8,36.6,1450,60.92,Baixo
MUN_021,São Bernardo do Campo,SP,4,10.0,14.46,46.49,2.82,0.178,0.0,796.3,2380770,18.8,36.6,808,33.98,Baixo
MUN_021,São Bernardo do Campo,SP,5,24.46,32.24,72.84,5.93,0.201,6.96,796.3,2380770,18.8,36.6,1796,75.45,Baixo
MUN_021,São Bernardo do Campo,SP,6,18.53,21.08,71.34,27.83,0.29,1.84,796.3,2380770,18.8,36.6,3885,163.19,Medio
MUN_021,São Bernardo do Campo,SP,7,18.7,21.84,52.78,4.8,0.466,10.93,796.3,2380770,18.8,36.6,4868,204.5,Medio
MUN_021,São Bernardo do Campo,SP,8,17.53,27.88,88.79,81.18,0.476,4.9,796.3,2380770,18.8,36.6,5261,220.98,Medio
MUN_021,São Bernardo do Campo,SP,9,18.43,28.81,38.95,35.43,0.326,10.81,796.3,2380770,18.8,36.6,3207,134.73,Baixo
MUN_021,São Bernardo do Campo,SP,10,21.53,29.08,66.53,2.83,0.516,0.0,796.3,2380770,18.8,36.6,5707,239.72,Medio
MUN_021,São Bernardo do Campo,SP,11,26.2,30.05,73.62,11.68,0.703,7.07,796.3,2380770,18.8,36.6,7003,294.16,Alto
MUN_021,São Bernardo do Campo,SP,12,23.16,30.79,67.17,76.42,0.658,12.92,796.3,2380770,18.8,36.6,8316,349.3,Alto
MUN_021,São Bernardo do Campo,SP,13,27.92,37.59,62.95,53.07,0.525,5.19,796.3,2380770,18.8,36.6,6624,278.25,Alto
MUN_021,São Bernardo do Campo,SP,14,25.29,28.32,79.31,64.58,0.567,3.23,796.3,2380770,18.8,36.6,5909,248.2,Medio
MUN_021,São Bernardo do Campo,SP,15,26.36,35.35,82.87,16.03,0.651,0.0,796.3,2380770,18.8,36.6,6376,267.84,Alto
MUN_021,São Bernardo do Campo,SP,16,21.49,27.11,100.0,3.37,0.51,9.84,796.3,2380770,18.8,36.6,8749,367.51,Alto
MUN_021,São Bernardo do Campo,SP,17,17.34,22.64,53.43,149.38,0.684,12.04,796.3,2380770,18.8,36.6,5737,241.0,Medio
MUN_021,São Bernardo do Campo,SP,18,23.69,26.84,82.86,17.75,0.656,4.95,796.3,2380770,18.8,36.6,3325,139.67,Baixo
MUN_021,São Bernardo do Campo,SP,19,26.3,34.57,90.0,28.23,0.579,0.15,796.3,2380770,18.8,36.6,4889,205.37,Medio
MUN_021,São Bernardo do Campo,SP,20,24.24,32.58,95.24,53.96,0.44,0.0,796.3,2380770,18.8,36.6,5223,219.42,Medio
MUN_021,São Bernardo do Campo,SP,21,24.44,27.97,87.49,26.37,0.43,0.0,796.3,2380770,18.8,36.6,6906,290.11,Alto
MUN_021,São Bernardo do Campo,SP,22,30.35,37.92,89.52,37.94,0.59,6.95,796.3,2380770,18.8,36.6,5254,220.71,Medio
MUN_021,São Bernardo do Campo,SP,23,24.61,27.05,63.91,37.92,0.63,0.65,796.3,2380770,18.8,36.6,5212,218.93,Medio
MUN_021,São Bernardo do Campo,SP,24,21.21,25.0,92.23,70.56,0.357,7.37,796.3,2380770,18.8,36.6,6480,272.19,Alto
MUN_021,São Bernardo do Campo,SP,25,22.95,31.87,93.94,82.83,0.489,5.29,796.3,2380770,18.8,36.6,5106,214.51,Medio
MUN_021,São Bernardo do Campo,SP,26,19.28,28.73,74.92,13.05,0.193,0.0,796.3,2380770,18.8,36.6,3339,140.26,Baixo
MUN_021,São Bernardo do Campo,SP,27,17.24,20.2,68.88,3.83,0.368,1.89,796.3,2380770,18.8,36.6,2436,102.32,Baixo
MUN_021,São Bernardo do Campo,SP,28,20.9,30.77,72.15,70.39,0.154,7.55,796.3,2380770,18.8,36.6,3128,131.41,Baixo
MUN_021,São Bernardo do Campo,SP,29,17.09,23.07,52.9,6.19,0.351,2.5,796.3,2380770,18.8,36.6,5135,215.7,Medio
MUN_021,São Bernardo do Campo,SP,30,16.81,25.19,57.24,1.9,0.419,3.44,796.3,2380770,18.8,36.6,3841,161.35,Medio
MUN_021,São Bernardo do Campo,SP,31,14.91,22.18,54.22,7.06,0.333,8.47,796.3,2380770,18.8,36.6,3510,147.44,Baixo
MUN_021,São Bernardo do Campo,SP,32,22.78,29.98,48.56,1.94,0.03,0.0,796.3,2380770,18.8,36.6,4042,169.79,Medio
MUN_021,São Bernardo do Campo,SP,33,18.99,27.78,38.86,0.66,0.048,0.0,796.3,2380770,18.8,36.6,1164,48.91,Baixo
MUN_021,São Bernardo do Campo,SP,34,17.66,27.76,67.03,19.54,0.216,10.21,796.3,2380770,18.8,36.6,2213,92.96,Baixo
MUN_021,São Bernardo do Campo,SP,35,16.15,20.9,68.55,8.37,0.384,0.0,796.3,2380770,18.8,36.6,2016,84.68,Baixo
MUN_021,São Bernardo do Campo,SP,36,18.46,28.63,57.79,6.5,0.32,0.0,796.3,2380770,18.8,36.6,2551,107.17,Baixo
MUN_021,São Bernardo do Campo,SP,37,20.15,22.35,50.9,3.03,0.174,0.0,796.3,2380770,18.8,36.6,0,0.0,Baixo
MUN_021,São Bernardo do Campo,SP,38,20.21,25.62,63.04,1.82,0.327,6.12,796.3,2380770,18.8,36.6,1003,42.14,Baixo
MUN_021,São Bernardo do Campo,SP,39,18.62,28.13,58.89,1.03,0.245,0.0,796.3,2380770,18.8,36.6,3064,128.71,Baixo
MUN_021,São Bernardo do Campo,SP,40,20.13,27.44,52.38,4.94,0.334,0.84,796.3,2380770,18.8,36.6,1063,44.68,Baixo
MUN_021,São Bernardo do Campo,SP,41,15.71,19.23,74.99,12.0,0.377,3.45,796.3,2380770,18.8,36.6,1838,77.21,Baixo
MUN_021,São Bernardo do Campo,SP,42,25.02,32.68,46.29,6.06,0.388,4.31,796.3,2380770,18.8,36.6,4546,190.96,Medio
MUN_021,São Bernardo do Campo,SP,43,17.17,21.81,51.79,46.65,0.328,13.31,796.3,2380770,18.8,36.6,2930,123.09,Baixo
MUN_021,São Bernardo do Campo,SP,44,23.11,32.02,84.45,25.57,0.359,2.86,796.3,2380770,18.8,36.6,5251,220.6,Medio
MUN_021,São Bernardo do Campo,SP,45,16.01,22.31,61.9,15.92,0.38,1.59,796.3,2380770,18.8,36.6,414,17.4,Baixo
MUN_021,São Bernardo do Campo,SP,46,25.98,34.79,64.36,9.4,0.053,2.66,796.3,2380770,18.8,36.6,5423,227.81,Medio
MUN_021,São Bernardo do Campo,SP,47,14.52,22.24,47.18,0.27,0.193,0.0,796.3,2380770,18.8,36.6,1846,77.55,Baixo
MUN_021,São Bernardo do Campo,SP,48,17.63,26.85,49.12,8.42,0.502,0.0,796.3,2380770,18.8,36.6,2210,92.84,Baixo
MUN_021,São Bernardo do Campo,SP,49,16.54,24.75,40.53,7.92,0.396,1.69,796.3,2380770,18.8,36.6,2598,109.13,Baixo
MUN_021,São Bernardo do Campo,SP,50,16.91,19.21,61.97,2.67,0.306,0.0,796.3,2380770,18.8,36.6,3540,148.73,Baixo
MUN_022,João Pessoa,PB,1,21.99,31.71,59.57,3.49,0.269,0.0,96.8,1489933,33.0,82.5,2413,161.96,Medio
MUN_022,João Pessoa,PB,2,22.02,32.3,58.38,0.24,0.332,0.0,96.8,1489933,33.0,82.5,3874,260.04,Alto
MUN_022,João Pessoa,PB,3,23.93,33.13,65.09,6.45,0.307,2.9,96.8,1489933,33.0,82.5,4143,278.07,Alto
MUN_022,João Pessoa,PB,4,21.46,26.05,50.23,3.74,0.351,10.22,96.8,1489933,33.0,82.5,4730,317.47,Alto
MUN_022,João Pessoa,PB,5,31.16,41.27,49.71,28.45,0.205,4.49,96.8,1489933,33.0,82.5,4474,300.29,Alto
MUN_022,João Pessoa,PB,6,24.89,35.38,74.07,10.28,0.176,3.9,96.8,1489933,33.0,82.5,3757,252.21,Alto
MUN_022,João Pessoa,PB,7,30.63,37.81,45.4,38.68,0.288,10.74,96.8,1489933,33.0,82.5,4131,277.31,Alto
MUN_022,João Pessoa,PB,8,27.72,36.66,75.77,57.39,0.426,5.06,96.8,1489933,33.0,82.5,4222,283.42,Alto
MUN_022,João Pessoa,PB,9,28.76,36.67,70.49,15.33,0.333,0.0,96.8,1489933,33.0,82.5,3603,241.84,Medio
MUN_022,João Pessoa,PB,10,26.54,30.25,60.68,95.82,0.328,13.79,96.8,1489933,33.0,82.5,4184,280.86,Alto
MUN_022,João Pessoa,PB,11,29.04,35.99,63.78,34.28,0.578,4.03,96.8,1489933,33.0,82.5,3905,262.14,Alto
MUN_022,João Pessoa,PB,12,30.41,33.3,66.96,0.88,0.741,4.8,96.8,1489933,33.0,82.5,3887,260.89,Alto
MUN_022,João Pessoa,PB,13,25.81,33.37,100.0,300.0,0.452,12.73,96.8,1489933,33.0,82.5,5625,377.6,Alto
MUN_022,João Pessoa,PB,14,34.36,38.59,88.99,1.4,0.413,0.0,96.8,1489933,33.0,82.5,4413,296.19,Alto
MUN_022,João Pessoa,PB,15,28.06,32.77,80.72,3.33,0.603,0.0,96.8,1489933,33.0,82.5,5152,345.81,Alto
MUN_022,João Pessoa,PB,16,35.27,39.13,75.18,125.11,0.375,5.6,96.8,1489933,33.0,82.5,4675,313.83,Alto
MUN_022,João Pessoa,PB,17,31.29,37.58,78.98,97.61,0.505,6.47,96.8,1489933,33.0,82.5,7449,500.0,Alto
MUN_022,João Pessoa,PB,18,31.47,36.4,82.17,6.62,0.928,5.34,96.8,1489933,33.0,82.5,6136,411.86,Alto
MUN_022,João Pessoa,PB,19,34.98,38.24,84.59,166.13,0.52,9.46,96.8,1489933,33.0,82.5,4801,322.23,Alto
MUN_022,João Pessoa,PB,20,29.52,35.15,92.06,300.0,0.545,23.79,96.8,1489933,33.0,82.5,5332,357.89,Alto
MUN_022,João Pessoa,PB,21,29.49,31.89,70.67,51.38,0.675,9.36,96.8,1489933,33.0,82.5,4359,292.57,Alto
MUN_022,João Pessoa,PB,22,28.24,36.44,100.0,29.61,0.416,0.0,96.8,1489933,33.0,82.5,3901,261.87,Alto
MUN_022,João Pessoa,PB,23,26.64,34.32,90.03,79.09,0.488,7.08,96.8,1489933,33.0,82.5,4144,278.18,Alto
MUN_022,João Pessoa,PB,24,25.34,31.93,88.25,55.53,0.535,7.35,96.8,1489933,33.0,82.5,4284,287.56,Alto
MUN_022,João Pessoa,PB,25,30.05,39.52,72.29,18.14,0.482,0.0,96.8,1489933,33.0,82.5,3371,226.3,Medio
MUN_022,João Pessoa,PB,26,23.43,33.69,60.4,42.19,0.435,0.0,96.8,1489933,33.0,82.5,3445,231.27,Medio
MUN_022,João Pessoa,PB,27,31.75,38.35,84.43,124.96,0.167,8.57,96.8,1489933,33.0,82.5,4291,288.05,Alto
MUN_022,João Pessoa,PB,28,22.06,25.74,64.79,23.12,0.587,6.16,96.8,1489933,33.0,82.5,3554,238.6,Medio
MUN_022,João Pessoa,PB,29,23.04,29.23,64.3,4.78,0.346,0.0,96.8,1489933,33.0,82.5,3639,244.27,Medio
MUN_022,João Pessoa,PB,30,21.99,27.33,70.6,5.58,0.29,0.32,96.8,1489933,33.0,82.5,4416,296.45,Alto
MUN_022,João Pessoa,PB,31,18.64,24.3,62.39,9.31,0.373,0.0,96.8,1489933,33.0,82.5,1707,114.6,Baixo
MUN_022,João Pessoa,PB,32,18.97,23.68,40.99,5.54,0.343,3.13,96.8,1489933,33.0,82.5,2986,200.47,Medio
MUN_022,João Pessoa,PB,33,23.65,29.54,58.02,11.18,0.31,2.9,96.8,1489933,33.0,82.5,2738,183.82,Medio
MUN_022,João Pessoa,PB,34,21.84,27.63,81.18,3.81,0.356,0.0,96.8,1489933,33.0,82.5,2093,140.49,Baixo
MUN_022,João Pessoa,PB,35,19.71,22.1,96.42,0.1,0.155,6.9,96.8,1489933,33.0,82.5,1254,84.23,Baixo
MUN_022,João Pessoa,PB,36,26.41,29.98,64.18,9.66,0.203,0.84,96.8,1489933,33.0,82.5,3144,211.08,Medio
MUN_022,João Pessoa,PB,37,24.52,29.47,64.67,10.02,0.213,0.0,96.8,1489933,33.0,82.5,3168,212.66,Medio
MUN_022,João Pessoa,PB,38,25.13,29.98,58.58,19.44,0.059,0.0,96.8,1489933,33.0,82.5,3666,246.1,Medio
MUN_022,João Pessoa,PB,39,24.82,30.11,56.59,10.86,0.367,0.0,96.8,1489933,33.0,82.5,3825,256.77,Alto
MUN_022,João Pessoa,PB,40,27.71,29.87,56.29,1.7,0.242,0.0,96.8,1489933,33.0,82.5,4579,307.35,Alto
MUN_022,João Pessoa,PB,41,27.77,31.77,61.38,3.28,0.123,3.12,96.8,1489933,33.0,82.5,1813,121.72,Baixo
MUN_022,João Pessoa,PB,42,24.47,30.12,52.19,22.46,0.315,1.48,96.8,1489933,33.0,82.5,3169,212.73,Medio
MUN_022,João Pessoa,PB,43,22.25,31.53,40.14,1.24,0.511,0.0,96.8,1489933,33.0,82.5,2923,196.2,Medio
MUN_022,João Pessoa,PB,44,28.54,32.46,48.47,6.1,0.311,4.69,96.8,1489933,33.0,82.5,3388,227.4,Medio
MUN_022,João Pessoa,PB,45,25.89,34.24,59.9,5.88,0.106,11.6,96.8,1489933,33.0,82.5,3084,207.0,Medio
MUN_022,João Pessoa,PB,46,18.35,21.45,53.37,19.1,0.323,3.05,96.8,1489933,33.0,82.5,1964,131.83,Baixo
MUN_022,João Pessoa,PB,47,22.89,28.24,70.13,3.17,0.217,0.0,96.8,1489933,33.0,82.5,3193,214.32,Medio
MUN_022,João Pessoa,PB,48,27.26,29.71,58.85,13.81,0.397,9.91,96.8,1489933,33.0,82.5,4302,288.75,Alto
MUN_022,João Pessoa,PB,49,25.34,34.24,32.9,3.01,0.151,0.0,96.8,1489933,33.0,82.5,2809,188.54,Medio
MUN_022,João Pessoa,PB,50,22.88,29.99,52.79,6.67,0.124,0.0,96.8,1489933,33.0,82.5,3370,226.23,Medio
MUN_023,Nova Iguaçu,RJ,1,32.62,41.26,83.15,4.68,0.303,1.51,38.2,2051900,24.6,48.8,3337,162.65,Medio
MUN_023,Nova Iguaçu,RJ,2,21.12,26.71,50.1,45.73,0.03,0.0,38.2,2051900,24.6,48.8,584,28.49,Baixo
MUN_023,Nova Iguaçu,RJ,3,23.36,29.54,41.67,0.14,0.481,0.0,38.2,2051900,24.6,48.8,281,13.71,Baixo
MUN_023,Nova Iguaçu,RJ,4,22.66,25.8,69.52,10.87,0.278,0.0,38.2,2051900,24.6,48.8,0,0.0,Baixo
MUN_023,Nova Iguaçu,RJ,5,21.25,26.72,91.4,7.71,0.316,0.86,38.2,2051900,24.6,48.8,1889,92.09,Baixo
MUN_023,Nova Iguaçu,RJ,6,27.32,33.14,73.0,38.95,0.03,9.53,38.2,2051900,24.6,48.8,5414,263.9,Alto
MUN_023,Nova Iguaçu,RJ,7,31.88,39.34,77.1,38.95,0.211,1.59,38.2,2051900,24.6,48.8,4918,239.69,Medio
MUN_023,Nova Iguaçu,RJ,8,23.06,25.66,63.41,57.17,0.62,9.41,38.2,2051900,24.6,48.8,5374,261.95,Alto
MUN_023,Nova Iguaçu,RJ,9,30.34,39.66,67.36,5.24,0.428,0.0,38.2,2051900,24.6,48.8,4053,197.56,Medio
